"source_row_number","relationship_id","predecessor_id","successor_id","relationship_type","predecessor_status","successor_status","predecessor_type","successor_type","scheduling_mode","lag_hours","lag_calendar_setting","lag_calendar_key","predecessor_calendar","predecessor_endpoint","successor_endpoint","predecessor_endpoint_field","successor_endpoint_field","predecessor_hours_per_day","free_float_hours","free_float","classification","reason_code"
"404","3082236","2608-EBA_PAA_8.0 (draft).xer.1619941","2608-EBA_PAA_8.0 (draft).xer.1620383","PR_FF","TK_COMPLETE","TK_NOTSTART","TT_Task","TT_FinMile","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalFixedPredecessor"
"405","3082238","2608-EBA_PAA_8.0 (draft).xer.1620304","2608-EBA_PAA_8.0 (draft).xer.1620383","PR_FF","TK_COMPLETE","TK_NOTSTART","TT_Task","TT_FinMile","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.2392",,,"","",,,"","Historical","HistoricalFixedPredecessor"
"406","3082240","2608-EBA_PAA_8.0 (draft).xer.1620305","2608-EBA_PAA_8.0 (draft).xer.1620383","PR_FF","TK_COMPLETE","TK_NOTSTART","TT_Task","TT_FinMile","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.2392",,,"","",,,"","Historical","HistoricalFixedPredecessor"
"407","3082242","2608-EBA_PAA_8.0 (draft).xer.1619943","2608-EBA_PAA_8.0 (draft).xer.1620383","PR_FF","TK_COMPLETE","TK_NOTSTART","TT_Task","TT_FinMile","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalFixedPredecessor"
"408","3082244","2608-EBA_PAA_8.0 (draft).xer.1620306","2608-EBA_PAA_8.0 (draft).xer.1620383","PR_FF","TK_COMPLETE","TK_NOTSTART","TT_Task","TT_FinMile","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.2392",,,"","",,,"","Historical","HistoricalFixedPredecessor"
"409","3082250","2608-EBA_PAA_8.0 (draft).xer.1619942","2608-EBA_PAA_8.0 (draft).xer.1620383","PR_FF","TK_COMPLETE","TK_NOTSTART","TT_Task","TT_FinMile","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalFixedPredecessor"
"410","3082252","2608-EBA_PAA_8.0 (draft).xer.1619944","2608-EBA_PAA_8.0 (draft).xer.1620383","PR_FF","TK_COMPLETE","TK_NOTSTART","TT_Task","TT_FinMile","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalFixedPredecessor"
"411","3082262","2608-EBA_PAA_8.0 (draft).xer.1619940","2608-EBA_PAA_8.0 (draft).xer.1620383","PR_FF","TK_COMPLETE","TK_NOTSTART","TT_Task","TT_FinMile","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalFixedPredecessor"
"412","3082264","2608-EBA_PAA_8.0 (draft).xer.1619939","2608-EBA_PAA_8.0 (draft).xer.1620383","PR_FF","TK_COMPLETE","TK_NOTSTART","TT_Task","TT_FinMile","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalFixedPredecessor"
"413","3082266","2608-EBA_PAA_8.0 (draft).xer.1619945","2608-EBA_PAA_8.0 (draft).xer.1620383","PR_FF","TK_COMPLETE","TK_NOTSTART","TT_Task","TT_FinMile","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalFixedPredecessor"
"414","3082267","2608-EBA_PAA_8.0 (draft).xer.1619102","2608-EBA_PAA_8.0 (draft).xer.1620287","PR_SS","TK_COMPLETE","TK_COMPLETE","TT_Mile","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"415","3082268","2608-EBA_PAA_8.0 (draft).xer.1619296","2608-EBA_PAA_8.0 (draft).xer.1620287","PR_SS","TK_COMPLETE","TK_COMPLETE","TT_Mile","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"416","3082269","2608-EBA_PAA_8.0 (draft).xer.1620228","2608-EBA_PAA_8.0 (draft).xer.1620287","PR_SS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"417","3082276","2608-EBA_PAA_8.0 (draft).xer.1619102","2608-EBA_PAA_8.0 (draft).xer.1620383","PR_SF","TK_COMPLETE","TK_NOTSTART","TT_Mile","TT_FinMile","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalFixedPredecessor"
"418","3082277","2608-EBA_PAA_8.0 (draft).xer.1619296","2608-EBA_PAA_8.0 (draft).xer.1620383","PR_SF","TK_COMPLETE","TK_NOTSTART","TT_Mile","TT_FinMile","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalFixedPredecessor"
"419","3082278","2608-EBA_PAA_8.0 (draft).xer.1620228","2608-EBA_PAA_8.0 (draft).xer.1620383","PR_SF","TK_COMPLETE","TK_NOTSTART","TT_Task","TT_FinMile","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalFixedPredecessor"
"420","3082279","2608-EBA_PAA_8.0 (draft).xer.1619102","2608-EBA_PAA_8.0 (draft).xer.1619427","PR_SS","TK_COMPLETE","TK_COMPLETE","TT_Mile","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"421","3082280","2608-EBA_PAA_8.0 (draft).xer.1619296","2608-EBA_PAA_8.0 (draft).xer.1619427","PR_SS","TK_COMPLETE","TK_COMPLETE","TT_Mile","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"422","3082281","2608-EBA_PAA_8.0 (draft).xer.1620228","2608-EBA_PAA_8.0 (draft).xer.1619427","PR_SS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"423","3082282","2608-EBA_PAA_8.0 (draft).xer.1615314","2608-EBA_PAA_8.0 (draft).xer.1615636","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"424","3082283","2608-EBA_PAA_8.0 (draft).xer.1615328","2608-EBA_PAA_8.0 (draft).xer.1615636","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"425","3082284","2608-EBA_PAA_8.0 (draft).xer.1618157","2608-EBA_PAA_8.0 (draft).xer.1618669","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_FinMile","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"426","3082285","2608-EBA_PAA_8.0 (draft).xer.1618596","2608-EBA_PAA_8.0 (draft).xer.1615641","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"427","3082286","2608-EBA_PAA_8.0 (draft).xer.1618671","2608-EBA_PAA_8.0 (draft).xer.1615645","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"428","3082287","2608-EBA_PAA_8.0 (draft).xer.1618670","2608-EBA_PAA_8.0 (draft).xer.1615645","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"429","3082288","2608-EBA_PAA_8.0 (draft).xer.1615314","2608-EBA_PAA_8.0 (draft).xer.1615645","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"430","3082289","2608-EBA_PAA_8.0 (draft).xer.1615328","2608-EBA_PAA_8.0 (draft).xer.1615645","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"431","3082290","2608-EBA_PAA_8.0 (draft).xer.1617456","2608-EBA_PAA_8.0 (draft).xer.1618669","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"432","3082292","2608-EBA_PAA_8.0 (draft).xer.1616426","2608-EBA_PAA_8.0 (draft).xer.1615636","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_FinMile","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.4334",,,"","",,,"","Historical","HistoricalSuccessor"
"433","3082293","2608-EBA_PAA_8.0 (draft).xer.1616426","2608-EBA_PAA_8.0 (draft).xer.1615683","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_FinMile","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.4334",,,"","",,,"","Historical","HistoricalSuccessor"
"434","3082294","2608-EBA_PAA_8.0 (draft).xer.1618668","2608-EBA_PAA_8.0 (draft).xer.1615683","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"435","3082296","2608-EBA_PAA_8.0 (draft).xer.1618667","2608-EBA_PAA_8.0 (draft).xer.1618668","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"436","3082297","2608-EBA_PAA_8.0 (draft).xer.1616186","2608-EBA_PAA_8.0 (draft).xer.1618669","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"437","3082298","2608-EBA_PAA_8.0 (draft).xer.1616186","2608-EBA_PAA_8.0 (draft).xer.1618668","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"438","3082299","2608-EBA_PAA_8.0 (draft).xer.1617828","2608-EBA_PAA_8.0 (draft).xer.1618669","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"439","3082300","2608-EBA_PAA_8.0 (draft).xer.1617828","2608-EBA_PAA_8.0 (draft).xer.1618668","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"440","3082302","2608-EBA_PAA_8.0 (draft).xer.1616630","2608-EBA_PAA_8.0 (draft).xer.1615249","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.4334",,,"","",,,"","Historical","HistoricalSuccessor"
"441","3082303","2608-EBA_PAA_8.0 (draft).xer.1616630","2608-EBA_PAA_8.0 (draft).xer.1615248","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.4334",,,"","",,,"","Historical","HistoricalSuccessor"
"442","3082307","2608-EBA_PAA_8.0 (draft).xer.1616630","2608-EBA_PAA_8.0 (draft).xer.1615169","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.4334",,,"","",,,"","Historical","HistoricalSuccessor"
"443","3082309","2608-EBA_PAA_8.0 (draft).xer.1616630","2608-EBA_PAA_8.0 (draft).xer.1615159","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.4334",,,"","",,,"","Historical","HistoricalSuccessor"
"444","3082313","2608-EBA_PAA_8.0 (draft).xer.1616630","2608-EBA_PAA_8.0 (draft).xer.1615272","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.4334",,,"","",,,"","Historical","HistoricalSuccessor"
"445","3082316","2608-EBA_PAA_8.0 (draft).xer.1616630","2608-EBA_PAA_8.0 (draft).xer.1615129","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.4334",,,"","",,,"","Historical","HistoricalSuccessor"
"446","3082317","2608-EBA_PAA_8.0 (draft).xer.1616630","2608-EBA_PAA_8.0 (draft).xer.1615128","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.4334",,,"","",,,"","Historical","HistoricalSuccessor"
"447","3082318","2608-EBA_PAA_8.0 (draft).xer.1616630","2608-EBA_PAA_8.0 (draft).xer.1615127","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.4334",,,"","",,,"","Historical","HistoricalSuccessor"
"448","3082319","2608-EBA_PAA_8.0 (draft).xer.1616630","2608-EBA_PAA_8.0 (draft).xer.1615118","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.4334",,,"","",,,"","Historical","HistoricalSuccessor"
"449","3082320","2608-EBA_PAA_8.0 (draft).xer.1616630","2608-EBA_PAA_8.0 (draft).xer.1617463","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.4334",,,"","",,,"","Historical","HistoricalSuccessor"
"450","3082321","2608-EBA_PAA_8.0 (draft).xer.1616666","2608-EBA_PAA_8.0 (draft).xer.1618661","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.4334",,,"","",,,"","Historical","HistoricalSuccessor"
"451","3082323","2608-EBA_PAA_8.0 (draft).xer.1616666","2608-EBA_PAA_8.0 (draft).xer.1618659","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.4334",,,"","",,,"","Historical","HistoricalSuccessor"
"452","3082328","2608-EBA_PAA_8.0 (draft).xer.1618128","2608-EBA_PAA_8.0 (draft).xer.1615047","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.3574",,,"","",,,"","Historical","HistoricalSuccessor"
"453","3082335","2608-EBA_PAA_8.0 (draft).xer.1616474","2608-EBA_PAA_8.0 (draft).xer.1615047","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_FinMile","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.4334",,,"","",,,"","Historical","HistoricalSuccessor"
"454","3082336","2608-EBA_PAA_8.0 (draft).xer.1616666","2608-EBA_PAA_8.0 (draft).xer.1615047","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.4334",,,"","",,,"","Historical","HistoricalSuccessor"
"455","3082337","2608-EBA_PAA_8.0 (draft).xer.1617617","2608-EBA_PAA_8.0 (draft).xer.1615047","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"456","3082338","2608-EBA_PAA_8.0 (draft).xer.1617624","2608-EBA_PAA_8.0 (draft).xer.1615047","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"457","3082343","2608-EBA_PAA_8.0 (draft).xer.1614937","2608-EBA_PAA_8.0 (draft).xer.1618665","PR_FS","TK_COMPLETE","TK_NOTSTART","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalFixedPredecessor"
"458","3082344","2608-EBA_PAA_8.0 (draft).xer.1614915","2608-EBA_PAA_8.0 (draft).xer.1618664","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"459","3082363","2608-EBA_PAA_8.0 (draft).xer.1618654","2608-EBA_PAA_8.0 (draft).xer.1618655","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.2391",,,"","",,,"","Historical","HistoricalSuccessor"
"460","3082367","2608-EBA_PAA_8.0 (draft).xer.1615169","2608-EBA_PAA_8.0 (draft).xer.1615162","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.2391",,,"","",,,"","Historical","HistoricalSuccessor"
"461","3082370","2608-EBA_PAA_8.0 (draft).xer.1618640","2608-EBA_PAA_8.0 (draft).xer.1615038","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_FinMile","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"462","3082373","2608-EBA_PAA_8.0 (draft).xer.1618637","2608-EBA_PAA_8.0 (draft).xer.1618640","PR_FF","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_FinMile","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.2392",,,"","",,,"","Historical","HistoricalSuccessor"
"463","3082377","2608-EBA_PAA_8.0 (draft).xer.1618637","2608-EBA_PAA_8.0 (draft).xer.1618126","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.2392",,,"","",,,"","Historical","HistoricalSuccessor"
"464","3082382","2608-EBA_PAA_8.0 (draft).xer.1618148","2608-EBA_PAA_8.0 (draft).xer.1618637","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.2392",,,"","",,,"","Historical","HistoricalSuccessor"
"465","3082384","2608-EBA_PAA_8.0 (draft).xer.1618635","2608-EBA_PAA_8.0 (draft).xer.1618630","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_FinMile","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"466","3082387","2608-EBA_PAA_8.0 (draft).xer.1618632","2608-EBA_PAA_8.0 (draft).xer.1618635","PR_FF","TK_COMPLETE","TK_COMPLETE","TT_FinMile","TT_FinMile","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"467","3082388","2608-EBA_PAA_8.0 (draft).xer.1615084","2608-EBA_PAA_8.0 (draft).xer.1618634","PR_FF","TK_NOTSTART","TK_NOTSTART","TT_Task","TT_FinMile","RetainedLogic","0","rcal_Predecessor","NotRequired","2608-EBA_PAA_8.0 (draft).xer.961","5/10/2026 5:00:00 pm","5/10/2026 5:00:00 pm","reend_date","reend_date","8","0","0","Calculated","CalculatedRemainingRelationship"
"468","3082389","2608-EBA_PAA_8.0 (draft).xer.1615053","2608-EBA_PAA_8.0 (draft).xer.1618633","PR_FF","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_FinMile","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"469","3082390","2608-EBA_PAA_8.0 (draft).xer.1615024","2608-EBA_PAA_8.0 (draft).xer.1618632","PR_FF","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_FinMile","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"470","3082392","2608-EBA_PAA_8.0 (draft).xer.1616468","2608-EBA_PAA_8.0 (draft).xer.1618629","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_FinMile","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.4334",,,"","",,,"","Historical","HistoricalSuccessor"
"471","3082393","2608-EBA_PAA_8.0 (draft).xer.1618629","2608-EBA_PAA_8.0 (draft).xer.1618597","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"472","3082394","2608-EBA_PAA_8.0 (draft).xer.1618616","2608-EBA_PAA_8.0 (draft).xer.1618613","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"473","3082395","2608-EBA_PAA_8.0 (draft).xer.1618614","2608-EBA_PAA_8.0 (draft).xer.1618610","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"474","3082396","2608-EBA_PAA_8.0 (draft).xer.1618601","2608-EBA_PAA_8.0 (draft).xer.1618602","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"475","3082397","2608-EBA_PAA_8.0 (draft).xer.1618598","2608-EBA_PAA_8.0 (draft).xer.1618628","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"476","3082398","2608-EBA_PAA_8.0 (draft).xer.1618597","2608-EBA_PAA_8.0 (draft).xer.1618599","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"477","3082399","2608-EBA_PAA_8.0 (draft).xer.1618586","2608-EBA_PAA_8.0 (draft).xer.1618596","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"478","3082400","2608-EBA_PAA_8.0 (draft).xer.1618596","2608-EBA_PAA_8.0 (draft).xer.1618597","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"479","3082401","2608-EBA_PAA_8.0 (draft).xer.1618587","2608-EBA_PAA_8.0 (draft).xer.1618592","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Mile","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"480","3082402","2608-EBA_PAA_8.0 (draft).xer.1618588","2608-EBA_PAA_8.0 (draft).xer.1618592","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Mile","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"481","3082403","2608-EBA_PAA_8.0 (draft).xer.1618590","2608-EBA_PAA_8.0 (draft).xer.1618592","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Mile","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"482","3082404","2608-EBA_PAA_8.0 (draft).xer.1618591","2608-EBA_PAA_8.0 (draft).xer.1618592","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Mile","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
"483","3082405","2608-EBA_PAA_8.0 (draft).xer.1618603","2608-EBA_PAA_8.0 (draft).xer.1618604","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.2391",,,"","",,,"","Historical","HistoricalSuccessor"
"484","3082406","2608-EBA_PAA_8.0 (draft).xer.1618605","2608-EBA_PAA_8.0 (draft).xer.1618606","PR_FS","TK_COMPLETE","TK_COMPLETE","TT_Task","TT_Task","RetainedLogic",,"rcal_Predecessor","","2608-EBA_PAA_8.0 (draft).xer.961",,,"","",,,"","Historical","HistoricalSuccessor"
