Case,Type,PredecessorStatus,SuccessorStatus,RequestedMode,ResolvedMode,LagHours,Classification,Reason,AllowanceStatus,CalculationBasis,Hours,Days,ExportedFreeFloat,PredecessorField,PredecessorEndpoint,SuccessorField,SuccessorEndpoint,PredecessorType,SuccessorType,PredecessorActualStart,SuccessorActualStart,PredecessorRemainingHours,SuccessorRemainingHours,DataDate,PredecessorSuspendDate,PredecessorResumeDate,ExpectedReason,Message
"active-negative-remaining-duration/PR_SS/predecessor","PR_SS","TK_ACTIVE","TK_NOTSTART","RetainedLogic","RetainedLogic","0","Unsupported","UnsupportedProgressedStartEndpoint","RequiresContext","UnresolvedContext","","","","","","","","TT_Task","TT_Task","2026-01-01 08:00","","-8","8","2026-01-02 17:00","","","UnsupportedProgressedStartEndpoint","An actual predecessor start cannot be substituted into the movable remaining-start solver; remaining SS/SF lag semantics are not verified."
"active-malformed-remaining-duration/PR_SS/predecessor","PR_SS","TK_ACTIVE","TK_NOTSTART","RetainedLogic","RetainedLogic","0","Unsupported","UnsupportedProgressedStartEndpoint","RequiresContext","UnresolvedContext","","","","","","","","TT_Task","TT_Task","2026-01-01 08:00","","bad-number","8","2026-01-02 17:00","","","UnsupportedProgressedStartEndpoint","An actual predecessor start cannot be substituted into the movable remaining-start solver; remaining SS/SF lag semantics are not verified."
"complete-missing-actual-finish/PR_SS/predecessor","PR_SS","TK_COMPLETE","TK_NOTSTART","RetainedLogic","RetainedLogic","0","Historical","HistoricalFixedPredecessor","Historical","HistoricalActualEvent","","","","","","","","TT_Task","TT_Task","2026-01-01 08:00","","0","8","2026-01-02 17:00","","","HistoricalFixedPredecessor","There is no movable remaining predecessor event. A fixed historical release or unexpired lag may still affect the successor."
"complete-malformed-actual-finish/PR_SS/predecessor","PR_SS","TK_COMPLETE","TK_NOTSTART","RetainedLogic","RetainedLogic","0","Historical","HistoricalFixedPredecessor","Historical","HistoricalActualEvent","","","","","","","","TT_Task","TT_Task","2026-01-01 08:00","","0","8","2026-01-02 17:00","","","HistoricalFixedPredecessor","There is no movable remaining predecessor event. A fixed historical release or unexpired lag may still affect the successor."
"status-token/PR_SS/successor/","PR_SS","TK_NOTSTART","","RetainedLogic","RetainedLogic","0","InvalidData","UnknownActivityStatus","InvalidData","None","","","","","","","","TT_Task","TT_Task","","","8","8","2026-01-02 17:00","","","UnknownActivityStatus","An endpoint has an unrecognised progress status."
"status-token/PR_SS/successor/TK_Bogus","PR_SS","TK_NOTSTART","TK_BOGUS","RetainedLogic","RetainedLogic","0","InvalidData","UnknownActivityStatus","InvalidData","None","","","","","","","","TT_Task","TT_Task","","","8","8","2026-01-02 17:00","","","UnknownActivityStatus","An endpoint has an unrecognised progress status."
"status-token/PR_SS/successor/TK_Active ","PR_SS","TK_NOTSTART","TK_ACTIVE","RetainedLogic","RetainedLogic","0","MissingData","UnresolvedActualStart","MissingData","None","","","","","","","","TT_Task","TT_Task","","","8","8","2026-01-02 17:00","","","UnresolvedActualStart","Every active endpoint requires an explicit valid actual start; no source dates are repaired."
"status-token/PR_SS/successor/tk_notstart","PR_SS","TK_NOTSTART","TK_NOTSTART","RetainedLogic","RetainedLogic","0","Calculated","CalculatedRemainingRelationship","Finite","TaskCalendarRemainingEndpoint","8","1","1","restart_date","2026-01-05T08:00:00","restart_date","2026-01-06T08:00:00","TT_Task","TT_Task","","","8","8","2026-01-02 17:00","","","CalculatedRemainingRelationship","Signed predecessor-working-time allowance with a fixed successor endpoint and any valid closed suspension removed from movement availability; not a reschedule or native P6 driving flag."
"not-started-with-actual-start/PR_SS/successor","PR_SS","TK_NOTSTART","TK_NOTSTART","RetainedLogic","RetainedLogic","0","InvalidData","InconsistentActivityState","InvalidData","None","","","","","","","","TT_Task","TT_Task","","2026-01-01 08:00","8","8","2026-01-02 17:00","","","InconsistentActivityState","Actual dates conflict with the exported unfinished activity status; source dates are not repaired."
"not-started-with-actual-finish/PR_SS/successor","PR_SS","TK_NOTSTART","TK_NOTSTART","RetainedLogic","RetainedLogic","0","InvalidData","InconsistentActivityState","InvalidData","None","","","","","","","","TT_Task","TT_Task","","","8","8","2026-01-02 17:00","","","InconsistentActivityState","Actual dates conflict with the exported unfinished activity status; source dates are not repaired."
"active-with-actual-finish/PR_SS/successor","PR_SS","TK_NOTSTART","TK_ACTIVE","RetainedLogic","RetainedLogic","0","InvalidData","InconsistentActivityState","InvalidData","None","","","","","","","","TT_Task","TT_Task","","2026-01-01 08:00","8","8","2026-01-02 17:00","","","InconsistentActivityState","Actual dates conflict with the exported unfinished activity status; source dates are not repaired."
"active-missing-actual-start/PR_SS/successor","PR_SS","TK_NOTSTART","TK_ACTIVE","RetainedLogic","RetainedLogic","0","MissingData","UnresolvedActualStart","MissingData","None","","","","","","","","TT_Task","TT_Task","","","8","8","2026-01-02 17:00","","","UnresolvedActualStart","Every active endpoint requires an explicit valid actual start; no source dates are repaired."
"active-malformed-actual-start/PR_SS/successor","PR_SS","TK_NOTSTART","TK_ACTIVE","RetainedLogic","RetainedLogic","0","InvalidData","UnresolvedActualStart","InvalidData","None","","","","","","","","TT_Task","TT_Task","","bad-date","8","8","2026-01-02 17:00","","","UnresolvedActualStart","Every active endpoint requires an explicit valid actual start; no source dates are repaired."
"active-actual-start-after-data-date/PR_SS/successor","PR_SS","TK_NOTSTART","TK_ACTIVE","RetainedLogic","RetainedLogic","0","Unsupported","ActualStartAfterDataDate","RequiresContext","UnresolvedContext","","","","","","","","TT_Task","TT_Task","","2026-01-03 08:00","8","8","2026-01-02 17:00","","","ActualStartAfterDataDate","The recorded actual start is after its owning project's Data Date; remaining scheduling context is not established."
"active-actual-start-after-remaining-finish/PR_SS/successor","PR_SS","TK_NOTSTART","TK_ACTIVE","RetainedLogic","RetainedLogic","0","InvalidData","ActualStartAfterRemainingEndpoint","InvalidData","None","","","","","","","","TT_Task","TT_Task","","2026-01-10 08:00","8","8","2026-01-02 17:00","","","ActualStartAfterRemainingEndpoint","An active endpoint's actual start is after its exported remaining start or finish."
"active-negative-remaining-duration/PR_SS/successor","PR_SS","TK_NOTSTART","TK_ACTIVE","RetainedLogic","RetainedLogic","0","Unsupported","UnsupportedProgressedRelationship","RequiresContext","UnresolvedContext","","","","","","","","TT_Task","TT_Task","","2026-01-01 08:00","8","-8","2026-01-02 17:00","","","UnsupportedProgressedRelationship","The successor's actual start is fixed; substituting a remaining restart for SS requires an unverified progressed relationship rule."
"active-malformed-remaining-duration/PR_SS/successor","PR_SS","TK_NOTSTART","TK_ACTIVE","RetainedLogic","RetainedLogic","0","Unsupported","UnsupportedProgressedRelationship","RequiresContext","UnresolvedContext","","","","","","","","TT_Task","TT_Task","","2026-01-01 08:00","8","bad-number","2026-01-02 17:00","","","UnsupportedProgressedRelationship","The successor's actual start is fixed; substituting a remaining restart for SS requires an unverified progressed relationship rule."
"complete-missing-actual-finish/PR_SS/successor","PR_SS","TK_NOTSTART","TK_COMPLETE","RetainedLogic","RetainedLogic","0","Historical","HistoricalSuccessor","Historical","HistoricalActualEvent","","","","","","","","TT_Task","TT_Task","","2026-01-01 08:00","8","0","2026-01-02 17:00","","","HistoricalSuccessor","The successor is complete; there is no remaining successor event for this metric."
"complete-malformed-actual-finish/PR_SS/successor","PR_SS","TK_NOTSTART","TK_COMPLETE","RetainedLogic","RetainedLogic","0","Historical","HistoricalSuccessor","Historical","HistoricalActualEvent","","","","","","","","TT_Task","TT_Task","","2026-01-01 08:00","8","0","2026-01-02 17:00","","","HistoricalSuccessor","The successor is complete; there is no remaining successor event for this metric."
"status-token/PR_SF/predecessor/","PR_SF","","TK_NOTSTART","RetainedLogic","RetainedLogic","0","InvalidData","UnknownActivityStatus","InvalidData","None","","","","","","","","TT_Task","TT_Task","","","8","8","2026-01-02 17:00","","","UnknownActivityStatus","An endpoint has an unrecognised progress status."
"status-token/PR_SF/predecessor/TK_Bogus","PR_SF","TK_BOGUS","TK_NOTSTART","RetainedLogic","RetainedLogic","0","InvalidData","UnknownActivityStatus","InvalidData","None","","","","","","","","TT_Task","TT_Task","","","8","8","2026-01-02 17:00","","","UnknownActivityStatus","An endpoint has an unrecognised progress status."
"status-token/PR_SF/predecessor/TK_Active ","PR_SF","TK_ACTIVE","TK_NOTSTART","RetainedLogic","RetainedLogic","0","MissingData","UnresolvedActualStart","MissingData","None","","","","","","","","TT_Task","TT_Task","","","8","8","2026-01-02 17:00","","","UnresolvedActualStart","Every active endpoint requires an explicit valid actual start; no source dates are repaired."
"status-token/PR_SF/predecessor/tk_notstart","PR_SF","TK_NOTSTART","TK_NOTSTART","RetainedLogic","RetainedLogic","0","Calculated","CalculatedRemainingRelationship","Finite","TaskCalendarRemainingEndpoint","15.999999999972222222222222222","1.9999999999965277777777777778","1.9999999999965277777777777778","restart_date","2026-01-05T08:00:00","reend_date","2026-01-06T17:00:00","TT_Task","TT_Task","","","8","8","2026-01-02 17:00","","","CalculatedRemainingRelationship","Signed predecessor-working-time allowance with a fixed successor endpoint and any valid closed suspension removed from movement availability; not a reschedule or native P6 driving flag."
"not-started-with-actual-start/PR_SF/predecessor","PR_SF","TK_NOTSTART","TK_NOTSTART","RetainedLogic","RetainedLogic","0","InvalidData","InconsistentActivityState","InvalidData","None","","","","","","","","TT_Task","TT_Task","2026-01-01 08:00","","8","8","2026-01-02 17:00","","","InconsistentActivityState","Actual dates conflict with the exported unfinished activity status; source dates are not repaired."
"not-started-with-actual-finish/PR_SF/predecessor","PR_SF","TK_NOTSTART","TK_NOTSTART","RetainedLogic","RetainedLogic","0","InvalidData","InconsistentActivityState","InvalidData","None","","","","","","","","TT_Task","TT_Task","","","8","8","2026-01-02 17:00","","","InconsistentActivityState","Actual dates conflict with the exported unfinished activity status; source dates are not repaired."
"active-with-actual-finish/PR_SF/predecessor","PR_SF","TK_ACTIVE","TK_NOTSTART","RetainedLogic","RetainedLogic","0","InvalidData","InconsistentActivityState","InvalidData","None","","","","","","","","TT_Task","TT_Task","2026-01-01 08:00","","8","8","2026-01-02 17:00","","","InconsistentActivityState","Actual dates conflict with the exported unfinished activity status; source dates are not repaired."
"active-missing-actual-start/PR_SF/predecessor","PR_SF","TK_ACTIVE","TK_NOTSTART","RetainedLogic","RetainedLogic","0","MissingData","UnresolvedActualStart","MissingData","None","","","","","","","","TT_Task","TT_Task","","","8","8","2026-01-02 17:00","","","UnresolvedActualStart","Every active endpoint requires an explicit valid actual start; no source dates are repaired."
"active-malformed-actual-start/PR_SF/predecessor","PR_SF","TK_ACTIVE","TK_NOTSTART","RetainedLogic","RetainedLogic","0","InvalidData","UnresolvedActualStart","InvalidData","None","","","","","","","","TT_Task","TT_Task","bad-date","","8","8","2026-01-02 17:00","","","UnresolvedActualStart","Every active endpoint requires an explicit valid actual start; no source dates are repaired."
"active-actual-start-after-data-date/PR_SF/predecessor","PR_SF","TK_ACTIVE","TK_NOTSTART","RetainedLogic","RetainedLogic","0","Unsupported","ActualStartAfterDataDate","RequiresContext","UnresolvedContext","","","","","","","","TT_Task","TT_Task","2026-01-03 08:00","","8","8","2026-01-02 17:00","","","ActualStartAfterDataDate","The recorded actual start is after its owning project's Data Date; remaining scheduling context is not established."
"active-actual-start-after-remaining-finish/PR_SF/predecessor","PR_SF","TK_ACTIVE","TK_NOTSTART","RetainedLogic","RetainedLogic","0","InvalidData","ActualStartAfterRemainingEndpoint","InvalidData","None","","","","","","","","TT_Task","TT_Task","2026-01-10 08:00","","8","8","2026-01-02 17:00","","","ActualStartAfterRemainingEndpoint","An active endpoint's actual start is after its exported remaining start or finish."
"active-negative-remaining-duration/PR_SF/predecessor","PR_SF","TK_ACTIVE","TK_NOTSTART","RetainedLogic","RetainedLogic","0","Unsupported","FixedActualPredecessorStart","FixedEvent","FixedActualStart","","","","act_start_date","2026-01-01T08:00:00","","","TT_Task","TT_Task","2026-01-01 08:00","","-8","8","2026-01-02 17:00","","","FixedActualPredecessorStart","The relationship uses the predecessor's fixed actual start; remaining work delay cannot move this event. Any fixed release or unexpired lag is separate from remaining allowance."
"active-malformed-remaining-duration/PR_SF/predecessor","PR_SF","TK_ACTIVE","TK_NOTSTART","RetainedLogic","RetainedLogic","0","Unsupported","FixedActualPredecessorStart","FixedEvent","FixedActualStart","","","","act_start_date","2026-01-01T08:00:00","","","TT_Task","TT_Task","2026-01-01 08:00","","bad-number","8","2026-01-02 17:00","","","FixedActualPredecessorStart","The relationship uses the predecessor's fixed actual start; remaining work delay cannot move this event. Any fixed release or unexpired lag is separate from remaining allowance."
"complete-missing-actual-finish/PR_SF/predecessor","PR_SF","TK_COMPLETE","TK_NOTSTART","RetainedLogic","RetainedLogic","0","Historical","HistoricalFixedPredecessor","Historical","HistoricalActualEvent","","","","","","","","TT_Task","TT_Task","2026-01-01 08:00","","0","8","2026-01-02 17:00","","","HistoricalFixedPredecessor","There is no movable remaining predecessor event. A fixed historical release or unexpired lag may still affect the successor."
"complete-malformed-actual-finish/PR_SF/predecessor","PR_SF","TK_COMPLETE","TK_NOTSTART","RetainedLogic","RetainedLogic","0","Historical","HistoricalFixedPredecessor","Historical","HistoricalActualEvent","","","","","","","","TT_Task","TT_Task","2026-01-01 08:00","","0","8","2026-01-02 17:00","","","HistoricalFixedPredecessor","There is no movable remaining predecessor event. A fixed historical release or unexpired lag may still affect the successor."
"status-token/PR_SF/successor/","PR_SF","TK_NOTSTART","","RetainedLogic","RetainedLogic","0","InvalidData","UnknownActivityStatus","InvalidData","None","","","","","","","","TT_Task","TT_Task","","","8","8","2026-01-02 17:00","","","UnknownActivityStatus","An endpoint has an unrecognised progress status."
"status-token/PR_SF/successor/TK_Bogus","PR_SF","TK_NOTSTART","TK_BOGUS","RetainedLogic","RetainedLogic","0","InvalidData","UnknownActivityStatus","InvalidData","None","","","","","","","","TT_Task","TT_Task","","","8","8","2026-01-02 17:00","","","UnknownActivityStatus","An endpoint has an unrecognised progress status."
"status-token/PR_SF/successor/TK_Active ","PR_SF","TK_NOTSTART","TK_ACTIVE","RetainedLogic","RetainedLogic","0","MissingData","UnresolvedActualStart","MissingData","None","","","","","","","","TT_Task","TT_Task","","","8","8","2026-01-02 17:00","","","UnresolvedActualStart","Every active endpoint requires an explicit valid actual start; no source dates are repaired."
"status-token/PR_SF/successor/tk_notstart","PR_SF","TK_NOTSTART","TK_NOTSTART","RetainedLogic","RetainedLogic","0","Calculated","CalculatedRemainingRelationship","Finite","TaskCalendarRemainingEndpoint","15.999999999972222222222222222","1.9999999999965277777777777778","1.9999999999965277777777777778","restart_date","2026-01-05T08:00:00","reend_date","2026-01-06T17:00:00","TT_Task","TT_Task","","","8","8","2026-01-02 17:00","","","CalculatedRemainingRelationship","Signed predecessor-working-time allowance with a fixed successor endpoint and any valid closed suspension removed from movement availability; not a reschedule or native P6 driving flag."
"not-started-with-actual-start/PR_SF/successor","PR_SF","TK_NOTSTART","TK_NOTSTART","RetainedLogic","RetainedLogic","0","InvalidData","InconsistentActivityState","InvalidData","None","","","","","","","","TT_Task","TT_Task","","2026-01-01 08:00","8","8","2026-01-02 17:00","","","InconsistentActivityState","Actual dates conflict with the exported unfinished activity status; source dates are not repaired."
"not-started-with-actual-finish/PR_SF/successor","PR_SF","TK_NOTSTART","TK_NOTSTART","RetainedLogic","RetainedLogic","0","InvalidData","InconsistentActivityState","InvalidData","None","","","","","","","","TT_Task","TT_Task","","","8","8","2026-01-02 17:00","","","InconsistentActivityState","Actual dates conflict with the exported unfinished activity status; source dates are not repaired."
"active-with-actual-finish/PR_SF/successor","PR_SF","TK_NOTSTART","TK_ACTIVE","RetainedLogic","RetainedLogic","0","InvalidData","InconsistentActivityState","InvalidData","None","","","","","","","","TT_Task","TT_Task","","2026-01-01 08:00","8","8","2026-01-02 17:00","","","InconsistentActivityState","Actual dates conflict with the exported unfinished activity status; source dates are not repaired."
"active-missing-actual-start/PR_SF/successor","PR_SF","TK_NOTSTART","TK_ACTIVE","RetainedLogic","RetainedLogic","0","MissingData","UnresolvedActualStart","MissingData","None","","","","","","","","TT_Task","TT_Task","","","8","8","2026-01-02 17:00","","","UnresolvedActualStart","Every active endpoint requires an explicit valid actual start; no source dates are repaired."
"active-malformed-actual-start/PR_SF/successor","PR_SF","TK_NOTSTART","TK_ACTIVE","RetainedLogic","RetainedLogic","0","InvalidData","UnresolvedActualStart","InvalidData","None","","","","","","","","TT_Task","TT_Task","","bad-date","8","8","2026-01-02 17:00","","","UnresolvedActualStart","Every active endpoint requires an explicit valid actual start; no source dates are repaired."
"active-actual-start-after-data-date/PR_SF/successor","PR_SF","TK_NOTSTART","TK_ACTIVE","RetainedLogic","RetainedLogic","0","Unsupported","ActualStartAfterDataDate","RequiresContext","UnresolvedContext","","","","","","","","TT_Task","TT_Task","","2026-01-03 08:00","8","8","2026-01-02 17:00","","","ActualStartAfterDataDate","The recorded actual start is after its owning project's Data Date; remaining scheduling context is not established."
"active-actual-start-after-remaining-finish/PR_SF/successor","PR_SF","TK_NOTSTART","TK_ACTIVE","RetainedLogic","RetainedLogic","0","InvalidData","ActualStartAfterRemainingEndpoint","InvalidData","None","","","","","","","","TT_Task","TT_Task","","2026-01-10 08:00","8","8","2026-01-02 17:00","","","ActualStartAfterRemainingEndpoint","An active endpoint's actual start is after its exported remaining start or finish."
"active-negative-remaining-duration/PR_SF/successor","PR_SF","TK_NOTSTART","TK_ACTIVE","RetainedLogic","RetainedLogic","0","Calculated","CalculatedRetainedStartToFinish","Finite","TaskCalendarRemainingEndpoint","15.999999999972222222222222222","1.9999999999965277777777777778","1.9999999999965277777777777778","restart_date","2026-01-05T08:00:00","reend_date","2026-01-06T17:00:00","TT_Task","TT_Task","","2026-01-01 08:00","8","-8","2026-01-02 17:00","","","CalculatedRetainedStartToFinish","Signed predecessor-working-time allowance with a fixed successor endpoint and any valid closed suspension removed from movement availability; not a reschedule or native P6 driving flag."
"active-malformed-remaining-duration/PR_SF/successor","PR_SF","TK_NOTSTART","TK_ACTIVE","RetainedLogic","RetainedLogic","0","Calculated","CalculatedRetainedStartToFinish","Finite","TaskCalendarRemainingEndpoint","15.999999999972222222222222222","1.9999999999965277777777777778","1.9999999999965277777777777778","restart_date","2026-01-05T08:00:00","reend_date","2026-01-06T17:00:00","TT_Task","TT_Task","","2026-01-01 08:00","8","bad-number","2026-01-02 17:00","","","CalculatedRetainedStartToFinish","Signed predecessor-working-time allowance with a fixed successor endpoint and any valid closed suspension removed from movement availability; not a reschedule or native P6 driving flag."
"complete-missing-actual-finish/PR_SF/successor","PR_SF","TK_NOTSTART","TK_COMPLETE","RetainedLogic","RetainedLogic","0","Historical","HistoricalSuccessor","Historical","HistoricalActualEvent","","","","","","","","TT_Task","TT_Task","","2026-01-01 08:00","8","0","2026-01-02 17:00","","","HistoricalSuccessor","The successor is complete; there is no remaining successor event for this metric."
"complete-malformed-actual-finish/PR_SF/successor","PR_SF","TK_NOTSTART","TK_COMPLETE","RetainedLogic","RetainedLogic","0","Historical","HistoricalSuccessor","Historical","HistoricalActualEvent","","","","","","","","TT_Task","TT_Task","","2026-01-01 08:00","8","0","2026-01-02 17:00","","","HistoricalSuccessor","The successor is complete; there is no remaining successor event for this metric."
