Case,Type,PredecessorStatus,SuccessorStatus,RequestedMode,ResolvedMode,LagHours,Classification,Reason,AllowanceStatus,CalculationBasis,Hours,Days,ExportedFreeFloat,PredecessorField,PredecessorEndpoint,SuccessorField,SuccessorEndpoint,PredecessorType,SuccessorType,PredecessorActualStart,SuccessorActualStart,PredecessorRemainingHours,SuccessorRemainingHours,DataDate,PredecessorSuspendDate,PredecessorResumeDate,ExpectedReason,Message
"PR_FS/TK_Complete/TK_NotStart/ActualDates/lag=-8","PR_FS","TK_COMPLETE","TK_NOTSTART","ActualDates","ActualDates","-8","Historical","HistoricalFixedPredecessor","Historical","HistoricalActualEvent","","","","","","","","TT_Task","TT_Task","2026-01-01 08:00","","0","8","2026-01-02 17:00","","","HistoricalFixedPredecessor","There is no movable remaining predecessor event. A fixed historical release or unexpired lag may still affect the successor."
"PR_FS/TK_Complete/TK_NotStart/ActualDates/lag=0","PR_FS","TK_COMPLETE","TK_NOTSTART","ActualDates","ActualDates","0","Historical","HistoricalFixedPredecessor","Historical","HistoricalActualEvent","","","","","","","","TT_Task","TT_Task","2026-01-01 08:00","","0","8","2026-01-02 17:00","","","HistoricalFixedPredecessor","There is no movable remaining predecessor event. A fixed historical release or unexpired lag may still affect the successor."
"PR_FS/TK_Complete/TK_NotStart/ActualDates/lag=8","PR_FS","TK_COMPLETE","TK_NOTSTART","ActualDates","ActualDates","8","Historical","HistoricalFixedPredecessor","Historical","HistoricalActualEvent","","","","","","","","TT_Task","TT_Task","2026-01-01 08:00","","0","8","2026-01-02 17:00","","","HistoricalFixedPredecessor","There is no movable remaining predecessor event. A fixed historical release or unexpired lag may still affect the successor."
"PR_FS/TK_Complete/TK_NotStart/ConflictingFlags/lag=-8","PR_FS","TK_COMPLETE","TK_NOTSTART","ConflictingFlags","Unresolved","-8","Historical","HistoricalFixedPredecessor","Historical","HistoricalActualEvent","","","","","","","","TT_Task","TT_Task","2026-01-01 08:00","","0","8","2026-01-02 17:00","","","HistoricalFixedPredecessor","There is no movable remaining predecessor event. A fixed historical release or unexpired lag may still affect the successor."
"PR_FS/TK_Complete/TK_NotStart/ConflictingFlags/lag=0","PR_FS","TK_COMPLETE","TK_NOTSTART","ConflictingFlags","Unresolved","0","Historical","HistoricalFixedPredecessor","Historical","HistoricalActualEvent","","","","","","","","TT_Task","TT_Task","2026-01-01 08:00","","0","8","2026-01-02 17:00","","","HistoricalFixedPredecessor","There is no movable remaining predecessor event. A fixed historical release or unexpired lag may still affect the successor."
"PR_FS/TK_Complete/TK_NotStart/ConflictingFlags/lag=8","PR_FS","TK_COMPLETE","TK_NOTSTART","ConflictingFlags","Unresolved","8","Historical","HistoricalFixedPredecessor","Historical","HistoricalActualEvent","","","","","","","","TT_Task","TT_Task","2026-01-01 08:00","","0","8","2026-01-02 17:00","","","HistoricalFixedPredecessor","There is no movable remaining predecessor event. A fixed historical release or unexpired lag may still affect the successor."
"PR_FS/TK_Complete/TK_NotStart/MissingOptions/lag=-8","PR_FS","TK_COMPLETE","TK_NOTSTART","MissingOptions","Unresolved","-8","Historical","HistoricalFixedPredecessor","Historical","HistoricalActualEvent","","","","","","","","TT_Task","TT_Task","2026-01-01 08:00","","0","8","2026-01-02 17:00","","","HistoricalFixedPredecessor","There is no movable remaining predecessor event. A fixed historical release or unexpired lag may still affect the successor."
"PR_FS/TK_Complete/TK_NotStart/MissingOptions/lag=0","PR_FS","TK_COMPLETE","TK_NOTSTART","MissingOptions","Unresolved","0","Historical","HistoricalFixedPredecessor","Historical","HistoricalActualEvent","","","","","","","","TT_Task","TT_Task","2026-01-01 08:00","","0","8","2026-01-02 17:00","","","HistoricalFixedPredecessor","There is no movable remaining predecessor event. A fixed historical release or unexpired lag may still affect the successor."
"PR_FS/TK_Complete/TK_NotStart/MissingOptions/lag=8","PR_FS","TK_COMPLETE","TK_NOTSTART","MissingOptions","Unresolved","8","Historical","HistoricalFixedPredecessor","Historical","HistoricalActualEvent","","","","","","","","TT_Task","TT_Task","2026-01-01 08:00","","0","8","2026-01-02 17:00","","","HistoricalFixedPredecessor","There is no movable remaining predecessor event. A fixed historical release or unexpired lag may still affect the successor."
"PR_FS/TK_Complete/TK_Active/RetainedLogic/lag=-8","PR_FS","TK_COMPLETE","TK_ACTIVE","RetainedLogic","RetainedLogic","-8","Historical","HistoricalFixedPredecessor","Historical","HistoricalActualEvent","","","","","","","","TT_Task","TT_Task","2026-01-01 08:00","2026-01-01 08:00","0","8","2026-01-02 17:00","","","HistoricalFixedPredecessor","There is no movable remaining predecessor event. A fixed historical release or unexpired lag may still affect the successor."
"PR_FS/TK_Complete/TK_Active/RetainedLogic/lag=0","PR_FS","TK_COMPLETE","TK_ACTIVE","RetainedLogic","RetainedLogic","0","Historical","HistoricalFixedPredecessor","Historical","HistoricalActualEvent","","","","","","","","TT_Task","TT_Task","2026-01-01 08:00","2026-01-01 08:00","0","8","2026-01-02 17:00","","","HistoricalFixedPredecessor","There is no movable remaining predecessor event. A fixed historical release or unexpired lag may still affect the successor."
"PR_FS/TK_Complete/TK_Active/RetainedLogic/lag=8","PR_FS","TK_COMPLETE","TK_ACTIVE","RetainedLogic","RetainedLogic","8","Historical","HistoricalFixedPredecessor","Historical","HistoricalActualEvent","","","","","","","","TT_Task","TT_Task","2026-01-01 08:00","2026-01-01 08:00","0","8","2026-01-02 17:00","","","HistoricalFixedPredecessor","There is no movable remaining predecessor event. A fixed historical release or unexpired lag may still affect the successor."
"PR_FS/TK_Complete/TK_Active/ProgressOverride/lag=-8","PR_FS","TK_COMPLETE","TK_ACTIVE","ProgressOverride","ProgressOverride","-8","Historical","HistoricalFixedPredecessor","Historical","HistoricalActualEvent","","","","","","","","TT_Task","TT_Task","2026-01-01 08:00","2026-01-01 08:00","0","8","2026-01-02 17:00","","","HistoricalFixedPredecessor","There is no movable remaining predecessor event. A fixed historical release or unexpired lag may still affect the successor."
"PR_FS/TK_Complete/TK_Active/ProgressOverride/lag=0","PR_FS","TK_COMPLETE","TK_ACTIVE","ProgressOverride","ProgressOverride","0","Historical","HistoricalFixedPredecessor","Historical","HistoricalActualEvent","","","","","","","","TT_Task","TT_Task","2026-01-01 08:00","2026-01-01 08:00","0","8","2026-01-02 17:00","","","HistoricalFixedPredecessor","There is no movable remaining predecessor event. A fixed historical release or unexpired lag may still affect the successor."
"PR_FS/TK_Complete/TK_Active/ProgressOverride/lag=8","PR_FS","TK_COMPLETE","TK_ACTIVE","ProgressOverride","ProgressOverride","8","Historical","HistoricalFixedPredecessor","Historical","HistoricalActualEvent","","","","","","","","TT_Task","TT_Task","2026-01-01 08:00","2026-01-01 08:00","0","8","2026-01-02 17:00","","","HistoricalFixedPredecessor","There is no movable remaining predecessor event. A fixed historical release or unexpired lag may still affect the successor."
"PR_FS/TK_Complete/TK_Active/ActualDates/lag=-8","PR_FS","TK_COMPLETE","TK_ACTIVE","ActualDates","ActualDates","-8","Historical","HistoricalFixedPredecessor","Historical","HistoricalActualEvent","","","","","","","","TT_Task","TT_Task","2026-01-01 08:00","2026-01-01 08:00","0","8","2026-01-02 17:00","","","HistoricalFixedPredecessor","There is no movable remaining predecessor event. A fixed historical release or unexpired lag may still affect the successor."
"PR_FS/TK_Complete/TK_Active/ActualDates/lag=0","PR_FS","TK_COMPLETE","TK_ACTIVE","ActualDates","ActualDates","0","Historical","HistoricalFixedPredecessor","Historical","HistoricalActualEvent","","","","","","","","TT_Task","TT_Task","2026-01-01 08:00","2026-01-01 08:00","0","8","2026-01-02 17:00","","","HistoricalFixedPredecessor","There is no movable remaining predecessor event. A fixed historical release or unexpired lag may still affect the successor."
"PR_FS/TK_Complete/TK_Active/ActualDates/lag=8","PR_FS","TK_COMPLETE","TK_ACTIVE","ActualDates","ActualDates","8","Historical","HistoricalFixedPredecessor","Historical","HistoricalActualEvent","","","","","","","","TT_Task","TT_Task","2026-01-01 08:00","2026-01-01 08:00","0","8","2026-01-02 17:00","","","HistoricalFixedPredecessor","There is no movable remaining predecessor event. A fixed historical release or unexpired lag may still affect the successor."
"PR_FS/TK_Complete/TK_Active/ConflictingFlags/lag=-8","PR_FS","TK_COMPLETE","TK_ACTIVE","ConflictingFlags","Unresolved","-8","Historical","HistoricalFixedPredecessor","Historical","HistoricalActualEvent","","","","","","","","TT_Task","TT_Task","2026-01-01 08:00","2026-01-01 08:00","0","8","2026-01-02 17:00","","","HistoricalFixedPredecessor","There is no movable remaining predecessor event. A fixed historical release or unexpired lag may still affect the successor."
"PR_FS/TK_Complete/TK_Active/ConflictingFlags/lag=0","PR_FS","TK_COMPLETE","TK_ACTIVE","ConflictingFlags","Unresolved","0","Historical","HistoricalFixedPredecessor","Historical","HistoricalActualEvent","","","","","","","","TT_Task","TT_Task","2026-01-01 08:00","2026-01-01 08:00","0","8","2026-01-02 17:00","","","HistoricalFixedPredecessor","There is no movable remaining predecessor event. A fixed historical release or unexpired lag may still affect the successor."
"PR_FS/TK_Complete/TK_Active/ConflictingFlags/lag=8","PR_FS","TK_COMPLETE","TK_ACTIVE","ConflictingFlags","Unresolved","8","Historical","HistoricalFixedPredecessor","Historical","HistoricalActualEvent","","","","","","","","TT_Task","TT_Task","2026-01-01 08:00","2026-01-01 08:00","0","8","2026-01-02 17:00","","","HistoricalFixedPredecessor","There is no movable remaining predecessor event. A fixed historical release or unexpired lag may still affect the successor."
"PR_FS/TK_Complete/TK_Active/MissingOptions/lag=-8","PR_FS","TK_COMPLETE","TK_ACTIVE","MissingOptions","Unresolved","-8","Historical","HistoricalFixedPredecessor","Historical","HistoricalActualEvent","","","","","","","","TT_Task","TT_Task","2026-01-01 08:00","2026-01-01 08:00","0","8","2026-01-02 17:00","","","HistoricalFixedPredecessor","There is no movable remaining predecessor event. A fixed historical release or unexpired lag may still affect the successor."
"PR_FS/TK_Complete/TK_Active/MissingOptions/lag=0","PR_FS","TK_COMPLETE","TK_ACTIVE","MissingOptions","Unresolved","0","Historical","HistoricalFixedPredecessor","Historical","HistoricalActualEvent","","","","","","","","TT_Task","TT_Task","2026-01-01 08:00","2026-01-01 08:00","0","8","2026-01-02 17:00","","","HistoricalFixedPredecessor","There is no movable remaining predecessor event. A fixed historical release or unexpired lag may still affect the successor."
"PR_FS/TK_Complete/TK_Active/MissingOptions/lag=8","PR_FS","TK_COMPLETE","TK_ACTIVE","MissingOptions","Unresolved","8","Historical","HistoricalFixedPredecessor","Historical","HistoricalActualEvent","","","","","","","","TT_Task","TT_Task","2026-01-01 08:00","2026-01-01 08:00","0","8","2026-01-02 17:00","","","HistoricalFixedPredecessor","There is no movable remaining predecessor event. A fixed historical release or unexpired lag may still affect the successor."
"PR_FS/TK_Complete/TK_Complete/RetainedLogic/lag=-8","PR_FS","TK_COMPLETE","TK_COMPLETE","RetainedLogic","RetainedLogic","-8","Historical","HistoricalSuccessor","Historical","HistoricalActualEvent","","","","","","","","TT_Task","TT_Task","2026-01-01 08:00","2026-01-01 08:00","0","0","2026-01-02 17:00","","","HistoricalSuccessor","The successor is complete; there is no remaining successor event for this metric."
"PR_FS/TK_Complete/TK_Complete/RetainedLogic/lag=0","PR_FS","TK_COMPLETE","TK_COMPLETE","RetainedLogic","RetainedLogic","0","Historical","HistoricalSuccessor","Historical","HistoricalActualEvent","","","","","","","","TT_Task","TT_Task","2026-01-01 08:00","2026-01-01 08:00","0","0","2026-01-02 17:00","","","HistoricalSuccessor","The successor is complete; there is no remaining successor event for this metric."
"PR_FS/TK_Complete/TK_Complete/RetainedLogic/lag=8","PR_FS","TK_COMPLETE","TK_COMPLETE","RetainedLogic","RetainedLogic","8","Historical","HistoricalSuccessor","Historical","HistoricalActualEvent","","","","","","","","TT_Task","TT_Task","2026-01-01 08:00","2026-01-01 08:00","0","0","2026-01-02 17:00","","","HistoricalSuccessor","The successor is complete; there is no remaining successor event for this metric."
"PR_FS/TK_Complete/TK_Complete/ProgressOverride/lag=-8","PR_FS","TK_COMPLETE","TK_COMPLETE","ProgressOverride","ProgressOverride","-8","Historical","HistoricalSuccessor","Historical","HistoricalActualEvent","","","","","","","","TT_Task","TT_Task","2026-01-01 08:00","2026-01-01 08:00","0","0","2026-01-02 17:00","","","HistoricalSuccessor","The successor is complete; there is no remaining successor event for this metric."
"PR_FS/TK_Complete/TK_Complete/ProgressOverride/lag=0","PR_FS","TK_COMPLETE","TK_COMPLETE","ProgressOverride","ProgressOverride","0","Historical","HistoricalSuccessor","Historical","HistoricalActualEvent","","","","","","","","TT_Task","TT_Task","2026-01-01 08:00","2026-01-01 08:00","0","0","2026-01-02 17:00","","","HistoricalSuccessor","The successor is complete; there is no remaining successor event for this metric."
"PR_FS/TK_Complete/TK_Complete/ProgressOverride/lag=8","PR_FS","TK_COMPLETE","TK_COMPLETE","ProgressOverride","ProgressOverride","8","Historical","HistoricalSuccessor","Historical","HistoricalActualEvent","","","","","","","","TT_Task","TT_Task","2026-01-01 08:00","2026-01-01 08:00","0","0","2026-01-02 17:00","","","HistoricalSuccessor","The successor is complete; there is no remaining successor event for this metric."
"PR_FS/TK_Complete/TK_Complete/ActualDates/lag=-8","PR_FS","TK_COMPLETE","TK_COMPLETE","ActualDates","ActualDates","-8","Historical","HistoricalSuccessor","Historical","HistoricalActualEvent","","","","","","","","TT_Task","TT_Task","2026-01-01 08:00","2026-01-01 08:00","0","0","2026-01-02 17:00","","","HistoricalSuccessor","The successor is complete; there is no remaining successor event for this metric."
"PR_FS/TK_Complete/TK_Complete/ActualDates/lag=0","PR_FS","TK_COMPLETE","TK_COMPLETE","ActualDates","ActualDates","0","Historical","HistoricalSuccessor","Historical","HistoricalActualEvent","","","","","","","","TT_Task","TT_Task","2026-01-01 08:00","2026-01-01 08:00","0","0","2026-01-02 17:00","","","HistoricalSuccessor","The successor is complete; there is no remaining successor event for this metric."
"PR_FS/TK_Complete/TK_Complete/ActualDates/lag=8","PR_FS","TK_COMPLETE","TK_COMPLETE","ActualDates","ActualDates","8","Historical","HistoricalSuccessor","Historical","HistoricalActualEvent","","","","","","","","TT_Task","TT_Task","2026-01-01 08:00","2026-01-01 08:00","0","0","2026-01-02 17:00","","","HistoricalSuccessor","The successor is complete; there is no remaining successor event for this metric."
"PR_FS/TK_Complete/TK_Complete/ConflictingFlags/lag=-8","PR_FS","TK_COMPLETE","TK_COMPLETE","ConflictingFlags","Unresolved","-8","Historical","HistoricalSuccessor","Historical","HistoricalActualEvent","","","","","","","","TT_Task","TT_Task","2026-01-01 08:00","2026-01-01 08:00","0","0","2026-01-02 17:00","","","HistoricalSuccessor","The successor is complete; there is no remaining successor event for this metric."
"PR_FS/TK_Complete/TK_Complete/ConflictingFlags/lag=0","PR_FS","TK_COMPLETE","TK_COMPLETE","ConflictingFlags","Unresolved","0","Historical","HistoricalSuccessor","Historical","HistoricalActualEvent","","","","","","","","TT_Task","TT_Task","2026-01-01 08:00","2026-01-01 08:00","0","0","2026-01-02 17:00","","","HistoricalSuccessor","The successor is complete; there is no remaining successor event for this metric."
"PR_FS/TK_Complete/TK_Complete/ConflictingFlags/lag=8","PR_FS","TK_COMPLETE","TK_COMPLETE","ConflictingFlags","Unresolved","8","Historical","HistoricalSuccessor","Historical","HistoricalActualEvent","","","","","","","","TT_Task","TT_Task","2026-01-01 08:00","2026-01-01 08:00","0","0","2026-01-02 17:00","","","HistoricalSuccessor","The successor is complete; there is no remaining successor event for this metric."
"PR_FS/TK_Complete/TK_Complete/MissingOptions/lag=-8","PR_FS","TK_COMPLETE","TK_COMPLETE","MissingOptions","Unresolved","-8","Historical","HistoricalSuccessor","Historical","HistoricalActualEvent","","","","","","","","TT_Task","TT_Task","2026-01-01 08:00","2026-01-01 08:00","0","0","2026-01-02 17:00","","","HistoricalSuccessor","The successor is complete; there is no remaining successor event for this metric."
"PR_FS/TK_Complete/TK_Complete/MissingOptions/lag=0","PR_FS","TK_COMPLETE","TK_COMPLETE","MissingOptions","Unresolved","0","Historical","HistoricalSuccessor","Historical","HistoricalActualEvent","","","","","","","","TT_Task","TT_Task","2026-01-01 08:00","2026-01-01 08:00","0","0","2026-01-02 17:00","","","HistoricalSuccessor","The successor is complete; there is no remaining successor event for this metric."
"PR_FS/TK_Complete/TK_Complete/MissingOptions/lag=8","PR_FS","TK_COMPLETE","TK_COMPLETE","MissingOptions","Unresolved","8","Historical","HistoricalSuccessor","Historical","HistoricalActualEvent","","","","","","","","TT_Task","TT_Task","2026-01-01 08:00","2026-01-01 08:00","0","0","2026-01-02 17:00","","","HistoricalSuccessor","The successor is complete; there is no remaining successor event for this metric."
"PR_FF/TK_NotStart/TK_NotStart/RetainedLogic/lag=-8","PR_FF","TK_NOTSTART","TK_NOTSTART","RetainedLogic","RetainedLogic","-8","Calculated","CalculatedRemainingRelationship","Finite","TaskCalendarRemainingEndpoint","15.999999999972222222222222222","1.9999999999965277777777777778","1.9999999999965277777777777778","reend_date","2026-01-05T17:00:00","reend_date","2026-01-06T17:00:00","TT_Task","TT_Task","","","8","8","2026-01-02 17:00","","","CalculatedRemainingRelationship","Signed predecessor-working-time allowance with a fixed successor endpoint and any valid closed suspension removed from movement availability; not a reschedule or native P6 driving flag."
"PR_FF/TK_NotStart/TK_NotStart/RetainedLogic/lag=0","PR_FF","TK_NOTSTART","TK_NOTSTART","RetainedLogic","RetainedLogic","0","Calculated","CalculatedRemainingRelationship","Finite","TaskCalendarRemainingEndpoint","8","1","1","reend_date","2026-01-05T17:00:00","reend_date","2026-01-06T17:00:00","TT_Task","TT_Task","","","8","8","2026-01-02 17:00","","","CalculatedRemainingRelationship","Signed predecessor-working-time allowance with a fixed successor endpoint and any valid closed suspension removed from movement availability; not a reschedule or native P6 driving flag."
"PR_FF/TK_NotStart/TK_NotStart/RetainedLogic/lag=8","PR_FF","TK_NOTSTART","TK_NOTSTART","RetainedLogic","RetainedLogic","8","Calculated","CalculatedRemainingRelationship","Finite","TaskCalendarRemainingEndpoint","0","0","0","reend_date","2026-01-05T17:00:00","reend_date","2026-01-06T17:00:00","TT_Task","TT_Task","","","8","8","2026-01-02 17:00","","","CalculatedRemainingRelationship","Signed predecessor-working-time allowance with a fixed successor endpoint and any valid closed suspension removed from movement availability; not a reschedule or native P6 driving flag."
"PR_FF/TK_NotStart/TK_NotStart/ProgressOverride/lag=-8","PR_FF","TK_NOTSTART","TK_NOTSTART","ProgressOverride","ProgressOverride","-8","Calculated","CalculatedRemainingRelationship","Finite","TaskCalendarRemainingEndpoint","15.999999999972222222222222222","1.9999999999965277777777777778","1.9999999999965277777777777778","reend_date","2026-01-05T17:00:00","reend_date","2026-01-06T17:00:00","TT_Task","TT_Task","","","8","8","2026-01-02 17:00","","","CalculatedRemainingRelationship","Signed predecessor-working-time allowance with a fixed successor endpoint and any valid closed suspension removed from movement availability; not a reschedule or native P6 driving flag."
"PR_FF/TK_NotStart/TK_NotStart/ProgressOverride/lag=0","PR_FF","TK_NOTSTART","TK_NOTSTART","ProgressOverride","ProgressOverride","0","Calculated","CalculatedRemainingRelationship","Finite","TaskCalendarRemainingEndpoint","8","1","1","reend_date","2026-01-05T17:00:00","reend_date","2026-01-06T17:00:00","TT_Task","TT_Task","","","8","8","2026-01-02 17:00","","","CalculatedRemainingRelationship","Signed predecessor-working-time allowance with a fixed successor endpoint and any valid closed suspension removed from movement availability; not a reschedule or native P6 driving flag."
"PR_FF/TK_NotStart/TK_NotStart/ProgressOverride/lag=8","PR_FF","TK_NOTSTART","TK_NOTSTART","ProgressOverride","ProgressOverride","8","Calculated","CalculatedRemainingRelationship","Finite","TaskCalendarRemainingEndpoint","0","0","0","reend_date","2026-01-05T17:00:00","reend_date","2026-01-06T17:00:00","TT_Task","TT_Task","","","8","8","2026-01-02 17:00","","","CalculatedRemainingRelationship","Signed predecessor-working-time allowance with a fixed successor endpoint and any valid closed suspension removed from movement availability; not a reschedule or native P6 driving flag."
"PR_FF/TK_NotStart/TK_NotStart/ActualDates/lag=-8","PR_FF","TK_NOTSTART","TK_NOTSTART","ActualDates","ActualDates","-8","Calculated","CalculatedRemainingRelationship","Finite","TaskCalendarRemainingEndpoint","15.999999999972222222222222222","1.9999999999965277777777777778","1.9999999999965277777777777778","reend_date","2026-01-05T17:00:00","reend_date","2026-01-06T17:00:00","TT_Task","TT_Task","","","8","8","2026-01-02 17:00","","","CalculatedRemainingRelationship","Signed predecessor-working-time allowance with a fixed successor endpoint and any valid closed suspension removed from movement availability; not a reschedule or native P6 driving flag."
"PR_FF/TK_NotStart/TK_NotStart/ActualDates/lag=0","PR_FF","TK_NOTSTART","TK_NOTSTART","ActualDates","ActualDates","0","Calculated","CalculatedRemainingRelationship","Finite","TaskCalendarRemainingEndpoint","8","1","1","reend_date","2026-01-05T17:00:00","reend_date","2026-01-06T17:00:00","TT_Task","TT_Task","","","8","8","2026-01-02 17:00","","","CalculatedRemainingRelationship","Signed predecessor-working-time allowance with a fixed successor endpoint and any valid closed suspension removed from movement availability; not a reschedule or native P6 driving flag."
"PR_FF/TK_NotStart/TK_NotStart/ActualDates/lag=8","PR_FF","TK_NOTSTART","TK_NOTSTART","ActualDates","ActualDates","8","Calculated","CalculatedRemainingRelationship","Finite","TaskCalendarRemainingEndpoint","0","0","0","reend_date","2026-01-05T17:00:00","reend_date","2026-01-06T17:00:00","TT_Task","TT_Task","","","8","8","2026-01-02 17:00","","","CalculatedRemainingRelationship","Signed predecessor-working-time allowance with a fixed successor endpoint and any valid closed suspension removed from movement availability; not a reschedule or native P6 driving flag."
"PR_FF/TK_NotStart/TK_NotStart/ConflictingFlags/lag=-8","PR_FF","TK_NOTSTART","TK_NOTSTART","ConflictingFlags","Unresolved","-8","Calculated","CalculatedRemainingRelationship","Finite","TaskCalendarRemainingEndpoint","15.999999999972222222222222222","1.9999999999965277777777777778","1.9999999999965277777777777778","reend_date","2026-01-05T17:00:00","reend_date","2026-01-06T17:00:00","TT_Task","TT_Task","","","8","8","2026-01-02 17:00","","","CalculatedRemainingRelationship","Signed predecessor-working-time allowance with a fixed successor endpoint and any valid closed suspension removed from movement availability; not a reschedule or native P6 driving flag."
"PR_FF/TK_NotStart/TK_NotStart/ConflictingFlags/lag=0","PR_FF","TK_NOTSTART","TK_NOTSTART","ConflictingFlags","Unresolved","0","Calculated","CalculatedRemainingRelationship","Finite","TaskCalendarRemainingEndpoint","8","1","1","reend_date","2026-01-05T17:00:00","reend_date","2026-01-06T17:00:00","TT_Task","TT_Task","","","8","8","2026-01-02 17:00","","","CalculatedRemainingRelationship","Signed predecessor-working-time allowance with a fixed successor endpoint and any valid closed suspension removed from movement availability; not a reschedule or native P6 driving flag."
"PR_FF/TK_NotStart/TK_NotStart/ConflictingFlags/lag=8","PR_FF","TK_NOTSTART","TK_NOTSTART","ConflictingFlags","Unresolved","8","Calculated","CalculatedRemainingRelationship","Finite","TaskCalendarRemainingEndpoint","0","0","0","reend_date","2026-01-05T17:00:00","reend_date","2026-01-06T17:00:00","TT_Task","TT_Task","","","8","8","2026-01-02 17:00","","","CalculatedRemainingRelationship","Signed predecessor-working-time allowance with a fixed successor endpoint and any valid closed suspension removed from movement availability; not a reschedule or native P6 driving flag."
"PR_FF/TK_NotStart/TK_NotStart/MissingOptions/lag=-8","PR_FF","TK_NOTSTART","TK_NOTSTART","MissingOptions","Unresolved","-8","MissingData","UnresolvedLagCalendarSetting","MissingData","None","","","","reend_date","2026-01-05T17:00:00","reend_date","2026-01-06T17:00:00","TT_Task","TT_Task","","","8","8","2026-01-02 17:00","","","UnresolvedLagCalendarSetting","Nonzero lag requires a recognised unambiguous lag-calendar setting; missing is not an explicit blank default."
"PR_FF/TK_NotStart/TK_NotStart/MissingOptions/lag=0","PR_FF","TK_NOTSTART","TK_NOTSTART","MissingOptions","Unresolved","0","Calculated","CalculatedRemainingRelationship","Finite","TaskCalendarRemainingEndpoint","8","1","1","reend_date","2026-01-05T17:00:00","reend_date","2026-01-06T17:00:00","TT_Task","TT_Task","","","8","8","2026-01-02 17:00","","","CalculatedRemainingRelationship","Signed predecessor-working-time allowance with a fixed successor endpoint and any valid closed suspension removed from movement availability; not a reschedule or native P6 driving flag."
"PR_FF/TK_NotStart/TK_NotStart/MissingOptions/lag=8","PR_FF","TK_NOTSTART","TK_NOTSTART","MissingOptions","Unresolved","8","MissingData","UnresolvedLagCalendarSetting","MissingData","None","","","","reend_date","2026-01-05T17:00:00","reend_date","2026-01-06T17:00:00","TT_Task","TT_Task","","","8","8","2026-01-02 17:00","","","UnresolvedLagCalendarSetting","Nonzero lag requires a recognised unambiguous lag-calendar setting; missing is not an explicit blank default."
"PR_FF/TK_NotStart/TK_Active/RetainedLogic/lag=-8","PR_FF","TK_NOTSTART","TK_ACTIVE","RetainedLogic","RetainedLogic","-8","Calculated","CalculatedRetainedRemainingRelationship","Finite","TaskCalendarRemainingEndpoint","15.999999999972222222222222222","1.9999999999965277777777777778","1.9999999999965277777777777778","reend_date","2026-01-05T17:00:00","reend_date","2026-01-06T17:00:00","TT_Task","TT_Task","","2026-01-01 08:00","8","8","2026-01-02 17:00","","","CalculatedRetainedRemainingRelationship","Signed predecessor-working-time allowance with a fixed successor endpoint and any valid closed suspension removed from movement availability; not a reschedule or native P6 driving flag."
"PR_FF/TK_NotStart/TK_Active/RetainedLogic/lag=0","PR_FF","TK_NOTSTART","TK_ACTIVE","RetainedLogic","RetainedLogic","0","Calculated","CalculatedRetainedRemainingRelationship","Finite","TaskCalendarRemainingEndpoint","8","1","1","reend_date","2026-01-05T17:00:00","reend_date","2026-01-06T17:00:00","TT_Task","TT_Task","","2026-01-01 08:00","8","8","2026-01-02 17:00","","","CalculatedRetainedRemainingRelationship","Signed predecessor-working-time allowance with a fixed successor endpoint and any valid closed suspension removed from movement availability; not a reschedule or native P6 driving flag."
"PR_FF/TK_NotStart/TK_Active/RetainedLogic/lag=8","PR_FF","TK_NOTSTART","TK_ACTIVE","RetainedLogic","RetainedLogic","8","Calculated","CalculatedRetainedRemainingRelationship","Finite","TaskCalendarRemainingEndpoint","0","0","0","reend_date","2026-01-05T17:00:00","reend_date","2026-01-06T17:00:00","TT_Task","TT_Task","","2026-01-01 08:00","8","8","2026-01-02 17:00","","","CalculatedRetainedRemainingRelationship","Signed predecessor-working-time allowance with a fixed successor endpoint and any valid closed suspension removed from movement availability; not a reschedule or native P6 driving flag."
"PR_FF/TK_NotStart/TK_Active/ProgressOverride/lag=-8","PR_FF","TK_NOTSTART","TK_ACTIVE","ProgressOverride","ProgressOverride","-8","Unsupported","UnsupportedProgressOverrideCase","RequiresContext","UnresolvedContext","","","","","","","","TT_Task","TT_Task","","2026-01-01 08:00","8","8","2026-01-02 17:00","","","UnsupportedProgressOverrideCase","This progressed relationship is not the verified zero-lag FS override case; it is not assumed to be ignored."
"PR_FF/TK_NotStart/TK_Active/ProgressOverride/lag=0","PR_FF","TK_NOTSTART","TK_ACTIVE","ProgressOverride","ProgressOverride","0","Unsupported","UnsupportedProgressOverrideCase","RequiresContext","UnresolvedContext","","","","","","","","TT_Task","TT_Task","","2026-01-01 08:00","8","8","2026-01-02 17:00","","","UnsupportedProgressOverrideCase","This progressed relationship is not the verified zero-lag FS override case; it is not assumed to be ignored."
"PR_FF/TK_NotStart/TK_Active/ProgressOverride/lag=8","PR_FF","TK_NOTSTART","TK_ACTIVE","ProgressOverride","ProgressOverride","8","Unsupported","UnsupportedProgressOverrideCase","RequiresContext","UnresolvedContext","","","","","","","","TT_Task","TT_Task","","2026-01-01 08:00","8","8","2026-01-02 17:00","","","UnsupportedProgressOverrideCase","This progressed relationship is not the verified zero-lag FS override case; it is not assumed to be ignored."
